houseid,pno,p3p3_sex,p3p4_age,occupn
602022411823e11,2,2. Female,35,5121
603010311991e11,2,2. Female,41,5121
401030221624e11,2,2. Female,45,5121
601010421907e11,6,2. Female,25,5121
403070221505e11,3,1. Male,13,5121
402030221652e11,2,2. Female,43,5121
803020222575e11,2,2. Female,48,5121
120104042307e12,1,2. Female,31,5121
130503081326e12,2,2. Female,28,5121
60302611205e12,1,1. Male,31,5121
803060622635e11,2,2. Female,48,5121
801050322514e11,2,2. Female,36,5121
110305132291e12,2,2. Female,23,5121
110306112289e12,5,2. Female,26,5121
80205012249e12,5,2. Female,22,5121
602021111918e11,2,2. Female,32,5121
803030912595e11,2,2. Female,49,5121
120302272303e12,2,2. Female,63,5121
13020902233e13,5,2. Female,25,5121
603014112248e11,8,2. Female,40,5121
404070321644e11,2,2. Female,40,5121
406040121578e11,2,2. Female,48,5121
606071122119e11,2,2. Female,21,5121
507050621811e11,2,2. Female,28,5121
606050212107e11,2,2. Female,47,5121
603040412002e11,2,2. Female,16,5121
801010122526e11,2,2. Female,35,5121
606040312113e11,1,1. Male,58,5121
901010222642e11,3,2. Female,23,5121
702020322426e11,2,2. Female,25,5121
120104042307e12,2,2. Female,43,5121
130303112325e12,3,2. Female,50,5121
50501082179e12,3,2. Female,19,5121
120302141312e12,2,2. Female,50,5121
602050712064e11,2,2. Female,49,5121
505010821791e11,2,2. Female,59,5121
306050121213e11,1,2. Female,60,5121
9010804227e13,3,1. Male,19,5121
303040321395e11,2,2. Female,19,5121
110104012291e12,5,2. Female,24,5121
130206082321e12,3,2. Female,45,5121
120301052295e12,2,2. Female,44,5121
403180321489e11,2,2. Female,45,5121
803040122605e11,2,2. Female,50,5121
130506022327e12,2,2. Female,28,5121
120308142302e12,2,2. Female,34,5121
606050311912e11,2,2. Female,37,5121
403180121487e11,2,2. Female,48,5121
130503101329e12,2,2. Female,29,5121
110305092289e12,2,2. Female,33,5121
602040422177e11,4,1. Male,21,5121
602050412064e11,2,2. Female,56,5121
130503081326e12,2,2. Female,26,5121
401010621591e11,2,2. Female,33,5121
201020521123e11,2,2. Female,38,5121
507080521796e11,2,2. Female,51,5121
90106012271e12,6,2. Female,48,5121
103020121052e11,2,2. Female,46,5121
603020111997e11,2,1. Male,23,5121
803100222573e11,3,2. Female,35,5121
406060721564e11,2,2. Female,40,5121
702061212334e11,2,2. Female,22,5121
404070321645e11,3,2. Female,20,5121
705040122268e11,2,2. Female,49,5121
303050121299e11,2,2. Female,32,5121
507080121794e11,2,2. Female,35,5121
306080421371e11,2,2. Female,31,5121
303030321302e11,2,2. Female,30,5121
130103032314e12,2,2. Female,33,5121
110303052292e12,4,2. Female,15,5121
606010311956e11,1,1. Male,16,5121
401010921599e11,2,2. Female,25,5121
504030621751e11,9,2. Female,20,5121
1203030223e14,2,2. Female,26,5121
603023412195e11,3,2. Female,32,5121
507030121792e11,2,2. Female,24,5121
302010411311e11,3,2. Female,35,5121
50601032169e12,2,2. Female,34,5121
120302151303e12,1,2. Female,51,5121
60202292184e12,2,2. Female,50,5121
120201052309e12,2,2. Female,20,5121
30106022142e12,2,2. Female,51,5121
110303052292e12,2,2. Female,34,5121
804050322512e11,1,1. Male,47,5121
605050211992e11,6,2. Female,32,5121
606040312113e11,2,2. Female,28,5121
120304052299e12,2,2. Female,23,5121
120102082305e12,2,2. Female,32,5121
603011011865e11,6,1. Male,29,5121
401010621591e11,2,2. Female,61,5121
110306112289e12,7,2. Female,19,5121
702061212336e11,2,2. Female,26,5121
403040221471e11,1,2. Female,55,5121
120303032296e12,2,2. Female,66,5121
110303052292e12,4,2. Female,26,5121
10020302228e13,8,2. Female,22,5121
130304052318e12,2,2. Female,56,5121
120103012306e12,2,2. Female,29,5121
703010122404e11,2,2. Female,41,5121
302070221315e11,2,2. Female,30,5121
403100321507e11,4,2. Female,27,5121
603010812133e11,2,2. Female,77,5121
6010501219e13,2,2. Female,29,5121
406010411577e11,2,2. Female,46,5121
130509072326e12,3,2. Female,24,5121
120302201298e12,3,2. Female,29,5121
603012012144e11,6,2. Female,29,5121
802020422494e11,1,1. Male,33,5121
60302041189e12,1,2. Female,32,5121
505040221778e11,2,2. Female,47,5121
120102022305e12,2,2. Female,45,5121
130506012325e12,2,2. Female,27,5121
605030111985e11,2,2. Female,28,5121
504020221742e11,5,1. Male,25,5121
703030122407e11,2,2. Female,50,5121
100306012277e12,2,2. Female,34,5121
602050412064e11,2,2. Female,54,5121
702060222484e11,3,2. Female,23,5121
302040221329e11,2,2. Female,30,5121
11030506229e13,5,2. Female,23,5121
406060321563e11,7,2. Female,26,5121
303070221227e11,2,2. Female,34,5121
406070521485e11,2,2. Female,34,5121
110407012294e12,2,2. Female,23,5121
120303062303e12,2,2. Female,28,5121
603022912143e11,7,2. Female,25,5121
406030421485e11,2,2. Female,19,5121
120201182308e12,2,2. Female,40,5121
602060312208e11,1,2. Female,73,5121
120201152307e12,2,2. Female,42,5121
603022311896e11,2,2. Female,31,5121
120104042307e12,2,2. Female,28,5121
507080621806e11,2,2. Female,41,5121
120303022297e12,2,2. Female,69,5121
201060421098e11,4,2. Female,25,5121
302020121238e11,2,2. Female,55,5121
505030111686e11,2,2. Female,38,5121
110306112289e12,8,1. Male,13,5121
603021812148e11,2,2. Female,23,5121
120203082308e12,3,2. Female,22,5122
603011911862e11,4,2. Female,35,5122
605060612089e11,17,2. Female,27,5122
602020711839e11,6,2. Female,48,5122
505030811784e11,2,2. Female,50,5122
603030312282e11,5,1. Male,29,5122
507030621801e11,4,2. Female,21,5122
601050221901e11,2,2. Female,40,5122
603022612259e11,1,1. Male,44,5122
202010321127e11,2,2. Female,40,5122
505030811722e11,2,2. Female,41,5122
602070112069e11,2,2. Female,28,5123
603020212248e11,2,2. Female,38,5123
602030911924e11,1,1. Male,45,5123
603011911996e11,6,1. Male,31,5123
603021411963e11,1,2. Female,23,5123
602070112069e11,3,2. Female,27,5123
606040612108e11,2,2. Female,43,5123
602070112069e11,11,2. Female,32,5123
606010111876e11,1,2. Female,49,5123
204080411096e11,2,2. Female,40,5123
603024912231e11,2,2. Female,26,5131
603011711904e11,1,1. Male,57,5131
101100311065e11,2,2. Female,32,5131
605020512015e11,6,2. Female,23,5132
603023612279e11,1,1. Male,61,5132
603025712053e11,1,1. Male,29,5132
606050411919e11,1,1. Male,41,5132
603010711863e11,4,2. Female,29,5132
603024912166e11,1,1. Male,37,5132
130206072327e12,3,1. Male,27,5132
603025112243e11,1,1. Male,29,5132
602060412226e11,2,2. Female,34,5132
302010811327e11,4,1. Male,25,5132
603020112146e11,1,1. Male,47,5132
603013722202e11,4,1. Male,21,5132
130503021324e12,2,1. Male,23,5132
603026511974e11,2,2. Female,43,5132
603040112199e11,1,1. Male,52,5132
702060322337e11,1,1. Male,40,5132
603010312054e11,3,1. Male,33,5132
603021412275e11,2,2. Female,35,5132
704061022381e11,9,1. Male,33,5132
603023812153e11,2,2. Female,39,5132
803090222588e11,1,1. Male,52,5132
602020211933e11,6,2. Female,20,5132
603011511859e11,1,1. Male,29,5132
110205012286e12,1,1. Male,58,5132
603013112253e11,1,1. Male,32,5132
602020211933e11,1,1. Male,28,5132
606050411909e11,1,2. Female,33,5132
50401022168e12,2,2. Female,55,5133
902040322691e11,9,1. Male,30,5133
606050112122e11,2,2. Female,46,5133
401030121622e11,2,2. Female,39,5133
406030211572e11,1,2. Female,71,5133
402020521608e11,1,1. Male,68,5133
100305052276e12,2,2. Female,40,5133
802040122629e11,2,2. Female,56,5133
303040221201e11,2,2. Female,51,5133
11030512229e13,2,2. Female,50,5133
402030321652e11,5,2. Female,66,5133
603026411991e11,6,1. Male,28,5133
606010511949e11,3,1. Male,23,5133
302030521239e11,6,2. Female,25,5133
101090221043e11,8,2. Female,25,5133
902060222737e11,2,2. Female,67,5133
902060222737e11,2,2. Female,30,5133
11030512229e13,2,2. Female,21,5133
902050322741e11,2,2. Female,55,5133
110305112286e12,2,2. Female,29,5133
406060121565e11,2,2. Female,28,5133
201010921106e11,2,2. Female,35,5133
406030511532e11,2,2. Female,34,5133
110305122293e12,2,2. Female,53,5133
801050322532e11,2,2. Female,67,5133
403160121669e11,2,2. Female,50,5133
100105022281e12,2,2. Female,47,5133
902050422631e11,6,2. Female,33,5133
405030321548e11,2,2. Female,54,5133
303050921367e11,4,1. Male,27,5133
302091311466e11,2,2. Female,28,5133
406050611629e11,2,2. Female,43,5133
902060222738e11,4,1. Male,22,5133
703110322358e11,2,2. Female,61,5133
606050511908e11,2,2. Female,40,5133
406010721588e11,2,2. Female,32,5133
606010511946e11,2,2. Female,55,5133
702010122419e11,2,2. Female,50,5133
505050921745e11,2,2. Female,32,5133
110102022292e12,2,2. Female,34,5133
703090122306e11,2,2. Female,48,5133
101080221063e11,3,2. Female,28,5133
902070222686e11,11,2. Female,75,5133
603022711976e11,2,2. Female,29,5133
10020204228e13,2,2. Female,35,5133
110102022292e12,2,2. Female,22,5133
606040611951e11,2,2. Female,52,5133
304040321347e11,2,2. Female,42,5133
405030221546e11,2,2. Female,55,5133
606040412108e11,2,2. Female,44,5134
302010611313e11,11,2. Female,23,5134
601050121893e11,1,1. Male,25,5134
606070912103e11,2,2. Female,43,5141
605060712084e11,6,1. Male,21,5149
606040611951e11,1,1. Male,63,5149
603010911982e11,3,1. Male,31,5149
603021212257e11,1,1. Male,35,5149
60601051195e12,1,1. Male,52,5149
603024011896e11,2,2. Female,32,5149
13020608233e13,1,1. Male,61,5149
603025112122e11,2,2. Female,32,5149
505030911717e11,1,1. Male,60,5149
603011311977e11,2,2. Female,51,5149
606010511956e11,1,1. Male,42,5149
603013211957e11,1,2. Female,48,5149
60302441212e12,5,1. Male,22,5149
406070621603e11,1,1. Male,45,5149
403070221516e11,3,2. Female,30,5149
606010111875e11,5,1. Male,32,5149
603020112248e11,1,1. Male,26,5149
606070411941e11,5,1. Male,52,5149
603025812194e11,5,2. Female,19,5149
606050211914e11,1,1. Male,35,5161
602021812183e11,1,1. Male,45,5161
802080222497e11,4,1. Male,31,5162
406010721588e11,3,1. Male,29,5162
120302151304e12,2,2. Female,33,5162
606030421948e11,4,1. Male,21,5163
803031512567e11,1,1. Male,43,5163
1203020613e14,1,1. Male,34,5163
603025311999e11,1,1. Male,30,5169
603011011864e11,1,1. Male,28,5169
603010812133e11,8,2. Female,71,5169
606040312113e11,1,1. Male,37,5169
606060312083e11,2,1. Male,30,5220
606010311956e11,1,2. Female,29,5220
606020111944e11,1,1. Male,36,5220
603025511883e11,1,1. Male,46,5220
903050622651e11,1,2. Female,44,5220
602050212062e11,1,2. Female,38,5220
603023412196e11,2,2. Female,36,5220
602050412064e11,2,2. Female,43,5220
603030112254e11,1,1. Male,45,5220
606010211948e11,5,2. Female,27,5220
603026111855e11,9,2. Female,28,5220
903060822722e11,1,1. Male,30,5220
603011311982e11,5,1. Male,29,5220
603021812148e11,2,2. Female,30,5220
603030811884e11,1,1. Male,45,5220
100506062282e12,2,2. Female,60,5220
302080221216e11,2,2. Female,21,5220
603024912193e11,6,1. Male,21,5220
902030422661e11,5,2. Female,26,5220
602050412064e11,3,1. Male,30,5220
60301391226e12,3,1. Male,31,5220
100305072276e12,8,2. Female,12,5220
606060311952e11,2,2. Female,24,5220
201011021092e11,7,1. Male,30,5220
902030222725e11,5,2. Female,63,5220
302030821405e11,5,1. Male,29,5220
130503091328e12,2,2. Female,35,5220
603012912191e11,2,2. Female,34,5220
901030222644e11,1,1. Male,65,5220
603010812134e11,1,1. Male,36,5220
606070912103e11,2,2. Female,28,5230
606020211953e11,2,2. Female,28,5230
603011411859e11,2,2. Female,41,5230
603021712298e11,4,2. Female,25,5230
602020411841e11,2,2. Female,34,5230
406020711568e11,1,1. Male,62,5230
602020211933e11,1,1. Male,31,5230
403180321489e11,2,2. Female,31,5230
603014112253e11,2,2. Female,25,5230
603021412094e11,5,1. Male,19,5230
603010312053e11,1,1. Male,30,5230
100505012278e12,2,2. Female,64,5230
130502052326e12,1,1. Male,24,5230
120302021296e12,1,1. Male,38,5230
702100412293e11,2,2. Female,45,5230
603040112139e11,2,1. Male,43,5230
603010911998e11,2,1. Male,32,5230
90202012269e12,2,2. Female,51,5230
402010721604e11,1,1. Male,39,5230
606030621943e11,1,1. Male,30,5230
204080211098e11,1,1. Male,32,5230
13050901233e13,1,2. Female,24,5230
602041211924e11,1,1. Male,35,5230
12040112231e13,1,1. Male,30,5230
505030611787e11,6,1. Male,18,5230
110306091286e12,2,2. Female,25,5230
702020122427e11,2,2. Female,43,5230
603040211967e11,3,1. Male,19,5230
110305012288e12,1,1. Male,40,5230
404010221517e11,1,1. Male,55,5230
605050712004e11,1,2. Female,39,5230
60302141206e12,2,2. Female,30,5230
602022921836e11,1,1. Male,49,5230
702100512294e11,4,1. Male,19,5230
60302241229e12,3,2. Female,28,5230
603030212256e11,1,2. Female,54,5230
603026412196e11,2,2. Female,27,5230
602041411921e11,1,1. Male,61,5230
902070122689e11,6,1. Male,32,5230
605050412038e11,1,1. Male,46,5230
60207021207e12,12,2. Female,30,5230
605050812005e11,2,2. Female,64,5230
602030111928e11,2,2. Female,32,5230
602040512179e11,2,2. Female,47,5230
602070112069e11,9,1. Male,28,5230
60203051193e12,12,1. Male,22,5230
606040212122e11,2,2. Female,51,5230
901080122665e11,3,1. Male,24,5230
603012212201e11,1,2. Female,42,5230
30206052146e12,3,1. Male,33,5230
130503031329e12,3,1. Male,10,5230
603040211967e11,2,2. Female,34,5230
60505041204e12,2,2. Female,17,5230
110306041294e12,8,1. Male,25,5230
603025712276e11,8,1. Male,25,5230
603012312253e11,2,2. Female,39,5230
605050412038e11,2,2. Female,33,5230
603040211967e11,1,1. Male,46,5230
603010611861e11,1,1. Male,43,5230
603024411854e11,3,1. Male,59,5230
101010321062e11,2,2. Female,29,5230
505040421781e11,6,1. Male,10,5230
602020111936e11,2,2. Female,53,5230
60301411196e12,1,1. Male,67,5230
603023711966e11,1,1. Male,73,5230
100501021278e12,3,2. Female,47,5230
110102052292e12,1,1. Male,56,5230
603020612003e11,2,2. Female,33,5230
102040421058e11,1,2. Female,43,5230
406020511567e11,2,1. Male,47,5230
603023711965e11,3,2. Female,58,5230
103070321008e11,1,1. Male,21,5230
601040221827e11,1,2. Female,37,5230
102040521031e11,1,1. Male,41,5230
702061212335e11,1,1. Male,25,5230
102010221009e11,1,1. Male,43,5230
110301052286e12,1,1. Male,41,5230
602030812222e11,1,1. Male,65,5230
60302451228e12,2,2. Female,38,5230
602042122241e11,8,2. Female,10,5230
60301261186e12,1,1. Male,28,5230
603020112146e11,2,2. Female,27,5230
705090122453e11,3,2. Female,23,5230
606060312078e11,1,1. Male,34,5230
605050412038e11,1,2. Female,45,5230
605010212025e11,2,2. Female,40,5230
120305042297e12,2,2. Female,46,5230
605060311961e11,1,1. Male,50,5230
70201012246e12,2,2. Female,34,5230
605050412039e11,2,2. Female,47,5230
12040109231e13,2,2. Female,21,5230
100506052283e12,1,1. Male,44,5230
60301141186e12,2,2. Female,54,5230
603040211967e11,3,1. Male,20,5230
70402052232e12,2,2. Female,30,5230
606070912103e11,2,2. Female,46,5230
507020221807e11,1,1. Male,59,5230
602030812222e11,2,2. Female,37,5230
603040211968e11,2,2. Female,49,5230
603022812148e11,2,2. Female,45,5230
603011011865e11,1,1. Male,48,5230
60204121192e12,3,1. Male,23,5230
704060522329e11,1,1. Male,73,5230
603010812165e11,1,1. Male,30,5230
60302311228e12,1,1. Male,44,5230
60205061216e12,2,2. Female,44,5230
30206052146e12,4,1. Male,34,5230
406020711568e11,2,2. Female,37,5230
403080121669e11,2,2. Female,43,5230
90109052264e12,2,2. Female,37,5230
702020122427e11,1,1. Male,57,5230
605050612045e11,4,1. Male,32,5230
110306061289e12,5,2. Female,24,5230
803030812593e11,2,2. Female,45,5230
606050112278e11,7,2. Female,25,5230
603021711978e11,9,2. Female,22,5230
603014112245e11,1,1. Male,36,5230
901080222692e11,1,1. Male,30,5230
605020512015e11,1,1. Male,41,5230
701050122447e11,3,1. Male,16,5230
120308032301e12,2,2. Female,63,5230
301070321426e11,1,1. Male,53,5230
602041312218e11,1,1. Male,22,5230
204010221159e11,1,2. Female,30,5230
605020212013e11,7,1. Male,38,5230
406020611519e11,4,1. Male,30,5230
602041211924e11,2,2. Female,38,5230
60207021207e12,11,1. Male,30,5230
606050312104e11,1,1. Male,52,5230
603022812166e11,2,2. Female,46,5230
110203022287e12,2,2. Female,31,5230
603031111971e11,3,2. Female,27,5230
403180321489e11,6,2. Female,20,5230
606070212082e11,1,1. Male,45,5230
406030311572e11,2,2. Female,42,5230
603040211967e11,1,1. Male,21,5230
602040512179e11,1,1. Male,38,5230
603020712238e11,2,2. Female,14,5230
6030401122e13,2,2. Female,33,5230
201050121155e11,2,2. Female,31,5230
405060321512e11,1,1. Male,47,6111
402010421598e11,4,1. Male,16,6111
305070721231e11,2,2. Female,46,6111
10106012102e12,2,2. Female,75,6111
306030221265e11,3,2. Female,24,6111
101110621067e11,5,2. Female,16,6111
100505022278e12,3,1. Male,21,6111
110306071289e12,2,2. Female,42,6111
120308042302e12,1,2. Female,57,6111
704060122384e11,6,2. Female,16,6111
903030222646e11,2,2. Female,60,6111
901080322727e11,2,2. Female,51,6111
404030121638e11,1,1. Male,70,6111
204010921204e11,2,2. Female,26,6111
303040121299e11,13,2. Female,25,6111
403120321663e11,2,2. Female,73,6111
130502012326e12,2,1. Male,33,6111
903060822722e11,2,2. Female,37,6111
110410012291e12,13,1. Male,34,6111
901090422712e11,9,2. Female,32,6111
120201032309e12,1,1. Male,68,6111
704070722468e11,2,2. Female,56,6111
803100222573e11,1,2. Female,68,6111
505050121747e11,3,1. Male,22,6111
203020321148e11,2,2. Female,30,6111
902050422633e11,1,1. Male,31,6111
103070221007e11,2,2. Female,31,6111
120105042305e12,2,2. Female,64,6111
502010321727e11,5,2. Female,67,6111
50502082177e12,6,1. Male,68,6111
130303082324e12,1,1. Male,39,6111
702050322294e11,1,2. Female,47,6111
120103022304e12,1,1. Male,43,6111
130402032318e12,2,2. Female,35,6111
503040321697e11,1,1. Male,44,6111
507020321807e11,8,1. Male,31,6111
120201022309e12,1,1. Male,32,6111
120306052296e12,4,2. Female,13,6111
704021022315e11,2,2. Female,40,6111
301010121425e11,2,2. Female,51,6111
130304032328e12,1,1. Male,46,6111
12040204231e13,2,2. Female,26,6111
120302232296e12,1,1. Male,43,6111
703130622275e11,3,1. Male,21,6111
201030321121e11,2,2. Female,42,6111
100305042281e12,1,1. Male,67,6111
502020321724e11,1,1. Male,38,6111
5070501218e13,6,1. Male,20,6111
120103062304e12,1,1. Male,43,6111
120201192308e12,1,1. Male,40,6111
204060121191e11,1,1. Male,47,6111
101070121003e11,2,2. Female,42,6111
103050221053e11,1,2. Female,41,6111
502010421723e11,1,2. Female,80,6111
120104042306e12,1,1. Male,45,6111
703130622477e11,2,2. Female,50,6111
402060321661e11,5,2. Female,25,6111
701110422393e11,2,2. Female,44,6111
120302201303e12,1,1. Male,44,6111
60204081004e12,1,1. Male,29,6111
701060222387e11,1,1. Male,65,6111
702030322344e11,2,2. Female,27,6111
120201152307e12,1,2. Female,71,6111
104020221015e11,1,2. Female,66,6111
302020121294e11,1,1. Male,30,6111
120105032304e12,1,1. Male,62,6111
130303112316e12,1,2. Female,33,6111
120201182308e12,1,1. Male,65,6111
110306071288e12,3,1. Male,23,6111
701050222251e11,1,1. Male,56,6111
120203072308e12,1,1. Male,40,6111
305050221331e11,1,1. Male,50,6111
12030101231e13,1,1. Male,46,6111
306030221452e11,3,2. Female,25,6111
604010122096e11,9,2. Female,55,6111
102040121057e11,2,2. Female,42,6111
604010521828e11,1,1. Male,64,6111
402050721656e11,5,2. Female,31,6111
901080322728e11,2,2. Female,33,6111
302070321314e11,1,1. Male,33,6111
120308072302e12,1,1. Male,46,6111
110302072289e12,3,1. Male,33,6111
203021021163e11,1,2. Female,37,6111
304050621354e11,3,1. Male,17,6111
110303032292e12,2,2. Female,62,6111
120101032306e12,1,1. Male,32,6111
110306071288e12,3,1. Male,30,6111
11040302229e13,3,1. Male,27,6111
100505022278e12,11,2. Female,13,6111
903060822676e11,7,1. Male,10,6111
406050611628e11,8,1. Male,18,6111
204090121187e11,2,2. Female,66,6111
203030521171e11,3,1. Male,25,6111
120105032306e12,1,1. Male,65,6111
704060122377e11,1,1. Male,32,6111
403150221509e11,2,2. Female,66,6111
130502012326e12,6,2. Female,24,6111
403010321672e11,5,2. Female,17,6111
505040221778e11,1,1. Male,33,6111
130509072329e12,1,1. Male,40,6111
120201152307e12,1,1. Male,39,6111
120308142302e12,1,1. Male,47,6111
203030521176e11,12,1. Male,22,6111
201040221112e11,2,2. Female,65,6111
505050121747e11,4,2. Female,17,6111
302060621459e11,5,1. Male,16,6111
703010322404e11,3,2. Female,22,6111
5030201217e13,1,1. Male,34,6111
130303082324e12,2,2. Female,28,6111
